hit_id,bigram_lower,adj_form_lower,all_forms_lower,adv_form_lower,text_window,token_str
pcc_eng_07_040.3760_x0636682_16:16-17,yet_unconfirmed,unconfirmed,(+)_yet_unconfirmed,yet,"sanders , with a release date as yet unconfirmed .","Captive State will star John Goodman and Ashton Sanders , with a release date as yet unconfirmed ."
pcc_eng_14_002.0820_x0017622_47:8-9,yet_unconfirmed,unconfirmed,(+)_yet_unconfirmed,yet,"the cause of the crash , as yet unconfirmed , is thought to have been","The cause of the crash , as yet unconfirmed , is thought to have been the driving monsoon rain ."
pcc_eng_12_102.7745_x1644814_07:19-20,yet_unconfirmed,unconfirmed,(+)_yet_unconfirmed,yet,"about going , "" but are as yet unconfirmed .","She mentioned that "" a couple of other councilors are thinking about going , "" but are as yet unconfirmed ."
pcc_eng_19_082.4679_x1316210_109:15-16,yet_unconfirmed,unconfirmed,(+)_yet_unconfirmed,yet,"name from here , and although as yet unconfirmed , we believe this is the","The department store Bloomingdales likely got its name from here , and although as yet unconfirmed , we believe this is the connection to this Upper West Side Tulip Festival ."
pcc_eng_06_015.7236_x0238130_23:23-24,yet_unconfirmed,unconfirmed,(+)_yet_unconfirmed,yet,last-minute appointments made by corbett but as yet unconfirmed by the state legislature .,"Hence , he has said he also will pull back the names of 27 other last-minute appointments made by Corbett but as yet unconfirmed by the state Legislature ."
pcc_eng_13_048.5769_x0769254_2:7-8,yet_unconfirmed,unconfirmed,(+)_yet_unconfirmed,yet,"om malik has word , as yet unconfirmed , that louis monier , e","Om Malik has word , as yet unconfirmed , that Louis Monier , e Bayi ?"
pcc_eng_28_015.8173_x0239919_52:11-12,yet_unconfirmed,unconfirmed,(+)_yet_unconfirmed,yet,for did as well but as of yet unconfirmed because my symptoms are as close,"I 'm suspected for DID as well but as of yet unconfirmed because my symptoms are as close to DID as BPD and all very "" standard "" for someone with my amount of trauma ."
pcc_eng_09_083.4801_x1334294_274:33-34,yet_unconfirmed,unconfirmed,(+)_yet_unconfirmed,yet,"as the abc interview , but as yet unconfirmed by the administration , the president","According to a draft order on Detention and Interrogation of Enemy Combatants , obtained by The New York Times and published on the same day as the ABC interview , but as yet unconfirmed by the administration , the President intends to allow the CIA to reopen extra-territorial sites for the detention and interrogation of terrorist suspects outside the ordinary legal protections of US domestic law ."
pcc_eng_29_068.3845_x1088674_49:7-8,yet_unconfirmed,unconfirmed,(+)_yet_unconfirmed,yet,""" i have been receiving as yet unconfirmed reports of atrocities , including extra-judicial",""" I have been receiving as yet unconfirmed reports of atrocities , including extra-judicial killings and shooting of civilians by snipers , that took place during the recent fighting in various suburbs of Damascus ."
pcc_eng_02_022.9025_x0354503_11:19-20,yet_unconfirmed,unconfirmed,(+)_yet_unconfirmed,yet,cell could be responsible for the as yet unconfirmed death of the taliban 's elected,It is believed that members of the ISIS - led breakaway cell could be responsible for the as yet unconfirmed death of the Taliban 's elected leader Mullah Akhtar Mansour .
pcc_eng_17_044.0431_x0695144_06:7-8,yet_unconfirmed,unconfirmed,(+)_yet_unconfirmed,yet,bushwick will be held at a yet unconfirmed location in the neighborhood .,Bushwick will be held at a yet unconfirmed location in the neighborhood .
pcc_eng_26_056.0272_x0889671_49:7-8,yet_unconfirmed,unconfirmed,(+)_yet_unconfirmed,yet,the newspaper states this is as yet unconfirmed by mirvish productions or disney theatrical,"The newspaper states this is as yet unconfirmed by Mirvish Productions or Disney Theatrical , but suggests that Toronto will see 'an exclusive six -week premiere engagement at the Princess of Wales '"
apw_eng_19990331_0384_10:7-8,yet_unconfirmed,unconfirmed,(+)_yet_unconfirmed,yet,"scharping said other reports , as yet unconfirmed , that leading ethnic albanian intellectuals","Scharping said other reports , as yet unconfirmed , that leading ethnic Albanian intellectuals were executed by the Serb `` killing machine '' brought to mind the early phase of the Bosnian war _ as well as war tactics used by Nazi Germany ."
