hit_id,bigram_lower,adv_form_lower,adj_form_lower,all_forms_lower,text_window,token_str
pcc_eng_00_077.9120_x1243373_01:34-35,yet_unconfirmed,yet,unconfirmed,(+)_yet_unconfirmed,struggle liable to follow his ( as yet unconfirmed ) demise ( for an excellent,"In recent days there has been fevered speculation across the internet about the fate of Ethiopia 's Prime Minister , Meles Zenawi , and the leadership struggle liable to follow his ( as yet unconfirmed ) demise ( for an excellent overview see"
apw_eng_19980227_1301_18:22-23,yet_unconfirmed,yet,unconfirmed,(+)_yet_unconfirmed,these patients while another 10 cases are yet unconfirmed .,fifty one of them are still in the special ward opened to cater for these patients while another 10 cases are yet unconfirmed .
pcc_eng_10_017.5553_x0267350_3:30-31,yet_unconfirmed,yet,unconfirmed,(+)_yet_unconfirmed,"of intolerance , distributed by an as yet unconfirmed group .","Gay -friendly bars in Shoreditch , a school in Whitechapel and possibly other areas yet to be discovered have had the message of intolerance , distributed by an as yet unconfirmed group ."
pcc_eng_01_091.8547_x1469035_12:5-6,yet_unconfirmed,yet,unconfirmed,(+)_yet_unconfirmed,( uk pricing as yet unconfirmed ) .,( UK pricing as yet unconfirmed ) .
pcc_eng_27_032.1401_x0502743_20:6-7,yet_unconfirmed,yet,unconfirmed,(+)_yet_unconfirmed,i have heard reports as yet unconfirmed that there have been certain rumblings,I have heard reports as yet unconfirmed that there have been certain rumblings within Angers over recent days .
pcc_eng_06_068.2303_x1087903_15:33-34,yet_unconfirmed,yet,unconfirmed,(+)_yet_unconfirmed,neil woodford goes ahead with an as yet unconfirmed plan to launch a uk -,"That said , investor interest in the biotech and healthcare industry is intense right now , and could be spurred further if star fund manager Neil Woodford goes ahead with an as yet unconfirmed plan to launch a UK - focused life sciences investment trust in 2015 ."
pcc_eng_21_058.0016_x0921355_25:2-3,yet_unconfirmed,yet,unconfirmed,(+)_yet_unconfirmed,as yet unconfirmed by them is rumored participation by,As yet unconfirmed by them is rumored participation by Fin CEN .
pcc_eng_27_017.5586_x0267932_082:12-13,yet_unconfirmed,yet,unconfirmed,(+)_yet_unconfirmed,"on leather strap , with an as yet unconfirmed price of about $ 4,500 |","Gold Apple Watch Edition on leather strap , with an as yet unconfirmed price of about $ 4,500 |"
pcc_eng_12_099.6340_x1593952_12:09-10,yet_unconfirmed,yet,unconfirmed,(+)_yet_unconfirmed,already has wembley booked for an as yet unconfirmed bout on april 13 .,Joshua already has Wembley booked for an as yet unconfirmed bout on April 13 .
pcc_eng_17_027.2943_x0425483_30:13-14,yet_unconfirmed,yet,unconfirmed,(+)_yet_unconfirmed,", sheever 's schedule is as of yet unconfirmed .","Should the calendar appear empty , Sheever 's schedule is as of yet unconfirmed ."
pcc_eng_24_106.2901_x1703553_07:4-5,yet_unconfirmed,yet,unconfirmed,(+)_yet_unconfirmed,it is as yet unconfirmed how his leg was broken during,"It is as yet unconfirmed how his leg was broken during the course of the demonstration , but that did n't stop him and many others from claiming "" police brutality "" against these innocent protestors whose only crime had been declaring allegiance to Hamas ."
pcc_eng_19_054.4186_x0862043_15:16-17,yet_unconfirmed,yet,unconfirmed,(+)_yet_unconfirmed,will be pilati 's successor are as yet unconfirmed .,Persistent rumours that cult menswear designer Hedi Slimane will be Pilati 's successor are as yet unconfirmed .
pcc_eng_21_052.7339_x0836327_8:4-5,yet_unconfirmed,yet,unconfirmed,(+)_yet_unconfirmed,"prices are as yet unconfirmed ; though , certain websites are","Prices are as yet unconfirmed ; though , certain websites are offering them at auction at over well over $ 2,000 ."
pcc_eng_25_085.7860_x1372223_2:3-4,yet_unconfirmed,yet,unconfirmed,(+)_yet_unconfirmed,it is yet unconfirmed if other comrades were arrested .,It is yet unconfirmed if other comrades were arrested .
