5	rb-negraise	too_much
3	rb-negraise	very_good
3	rb-negraise	particularly_helpful
3	rb-negraise	so_good
2	rb-negraise	that_bad
2	rb-negraise	very_happy
2	rb-negraise	so_much
2	rb-negraise	as_conservative
2	rb-negraise	too_happy
2	rb-negraise	any_easier
2	rb-negraise	politically_motivated
2	rb-negraise	too_serious
2	rb-negraise	that_strong
2	rb-negraise	as_straightforward
2	rb-negraise	much_better
1	rb-negraise	as_good
1	rb-negraise	any_safer
1	rb-negraise	as_aggressive
1	rb-negraise	as_applicable
1	rb-negraise	as_bad
1	rb-negraise	mentally_ill
1	rb-negraise	as_complicated
1	rb-negraise	as_controversial
1	rb-negraise	as_exciting
1	rb-negraise	as_vocal
1	rb-negraise	as_high
1	rb-negraise	so_complicated
1	rb-negraise	as_relevant
1	rb-negraise	as_simple
1	rb-negraise	as_successful
1	rb-negraise	as_talented
1	rb-negraise	more_conservative
1	rb-negraise	completely_normal
1	rb-negraise	ever_serious
1	rb-negraise	more_complicated
1	rb-negraise	racially_motivated
1	rb-negraise	more_interested
1	relay-NR	particularly_successful
1	rb-negraise	more_involved
1	rb-negraise	much_different
1	rb-negraise	much_higher
1	rb-negraise	much_more
1	rb-negraise	necessarily_bad
1	rb-negraise	overly_excited
1	rb-negraise	particularly_high
1	rb-negraise	particularly_optimistic
1	rb-negraise	physically_limited
1	rb-negraise	so_calm
1	rb-negraise	politically_feasible
1	rb-negraise	quite_good
1	rb-negraise	quite_ready
1	rb-negraise	humanly_possible
1	rb-negraise	real_confident
1	rb-negraise	real_good
1	rb-negraise	really_worried
1	rb-negraise	so_bold
1	rb-negraise	fairly_young
1	rb-negraise	very_surprised
1	rb-negraise	just_concerned
1	rb-negraise	so_long
1	rb-negraise	very_ready
1	rb-negraise	that_big
1	relay-NR	still_good
1	rb-negraise	technically_capable
1	rb-negraise	too_good
1	rb-negraise	that_complicated
1	rb-negraise	that_fast
1	rb-negraise	still_afraid
1	rb-negraise	that_important
1	rb-negraise	too_upset
1	relay-NR	that_quick
1	rb-negraise	that_serious
1	rb-negraise	that_smart
1	rb-negraise	very_tough
1	rb-negraise	that_wide
1	rb-negraise	that_interesting
1	rb-negraise	so_strict
1	relay-NR	very_good
1	rb-negraise	too_high
1	rb-negraise	very_likely
1	rb-negraise	as_rosy
1	rb-negraise	too_tired
1	rb-negraise	so_fundamental
1	rb-negraise	always_right
1	rb-negraise	too_meaningful
1	rb-negraise	too_late
1	rb-negraise	so_harsh
1	rb-negraise	too_old
1	rb-negraise	too_practical
1	rb-negraise	too_smart
1	rb-negraise	too_trendy
1	rb-negraise	very_great
1	rb-negraise	very_noticeable
1	rb-negraise	too_unpredictable
1	rb-negraise	totally_secure
1	rb-negraise	very_complicated
1	rb-negraise	very_different
1	rb-negraise	very_disappointing
1	rb-negraise	very_fair
1	rb-negraise	very_specific
1	rb-negraise	so_close
