hit_id,bigram_lower,adv_form_lower,adj_form_lower,all_forms_lower,text_window,token_str
pcc_eng_17_030.1751_x0471974_65:5-6,that_simple,that,simple,(+)_that_simple,""" it might be that simple of a business plan . """,""" It might be that simple of a business plan . """
pcc_eng_28_069.7893_x1112995_27:18-19,that_simple,that,simple,(+)_that_simple,"on your energy bills , it 's that simple !","By reduce the amount of energy you 're saving money on your energy bills , it 's that simple !"
pcc_eng_11_006.3884_x0087281_4:27-28,that_simple,that,simple,(+)_that_simple,he discovers that t all things are that simple .,"As the stranger rides into Jonestown , hoping to forget his past and forge a future worth living , he discovers that t all things are that simple ."
pcc_eng_09_076.1657_x1215681_43:17-18,that_simple,that,simple,(+)_that_simple,"electrical panel -- yes , it 's that simple !","Turn the breaker back on and continue down the electrical panel -- yes , it 's that simple !"
apw_eng_20031126_0667_29:4-5,that_simple,that,simple,(+)_that_simple,it 's just that simple . '',it 's just that simple . ''
pcc_eng_27_023.9857_x0371663_32:14-16-17,that_simple,that,simple,n't_that_simple,discharge cases say it is n't always that simple .,"However , some attorneys familiar with wrongful - discharge cases say it is n't always that simple ."
pcc_eng_19_079.9317_x1275127_18:5-6-7,that_simple,that,simple,n't_that_simple,But most investigations are n't that simple .,But most investigations are n't that simple .
pcc_eng_10_051.1154_x0810546_22:5-7-8,that_simple,that,simple,n't_that_simple,Except that it is n't actually that simple .,Except that it is n't actually that simple .
pcc_eng_20_006.5790_x0089890_043:5-6-7,that_simple,that,simple,n't_that_simple,"Sadly , it is n't that simple .","Sadly , it is n't that simple ."
pcc_eng_25_012.7538_x0190130_36:4-5-6,that_simple,that,simple,n't_that_simple,But reality is n't that simple .,But reality is n't that simple .
pcc_eng_14_042.8972_x0676839_156:11-12-13,that_simple,that,simple,n't_that_simple,"great , but spending money is n't that simple .","The above percentages are great , but spending money is n't that simple ."
pcc_eng_14_094.5272_x1511902_08:5-6-7,that_simple,that,simple,n't_that_simple,"However , things are n't that simple .","However , things are n't that simple ."
pcc_eng_19_045.7547_x0722444_38:10-12-13,that_simple,that,simple,n't_that_simple,point to the next is n't all that simple when you need to move over,Simple travel from one point to the next is n't all that simple when you need to move over 20 people .
pcc_eng_09_097.3726_x1559293_07:5-7-8,that_simple,that,simple,n't_that_simple,"However , things are n't quite that simple .","However , things are n't quite that simple ."
pcc_eng_10_022.5401_x0348074_42:4-5-6,that_simple,that,simple,n't_that_simple,Things just are n't that simple .,Things just are n't that simple .
pcc_eng_25_037.4647_x0590212_21:39-40-41,that_simple,that,simple,n't_that_simple,and civics tests ( which is n't that simple ) .,"Once the application and biometrics has been completed , applicants for citizenship are then required to be interviewed , where applicants are required to answer questions about their application and take English and civics tests ( which is n't that simple ) ."
pcc_eng_12_037.9921_x0598288_088:3-4-5,that_simple,that,simple,n't_that_simple,it was n't that simple then ; it 's still not,It was n't that simple then ; it 's still not that simple now .
pcc_eng_06_073.9959_x1180716_04:7-8-9,that_simple,that,simple,n't_that_simple,"but honestly , it just is n't that simple .","But honestly , it just is n't that simple ."
pcc_eng_12_017.7197_x0270570_08:4-5-6,that_simple,that,simple,n't_that_simple,"it plainly was n't that simple , because people are n't either","It plainly was n't that simple , because people are n't either ."
pcc_eng_20_030.3866_x0475122_20:21-22-23,that_simple,that,simple,n't_that_simple,photos stored on i cloud is n't that simple as on an i os device,"Things are a little bit more trickier on your map , as accessing your photos stored on i Cloud is n't that simple as on an i OS device ."
pcc_eng_24_077.9308_x1244448_16:35-36-37,that_simple,that,simple,n't_that_simple,together where water was concerned was n't that simple .,An early attempt at operating an irrigation district in the Portales valley 100 years ago proved that good wells could be put in but getting everyone to work together where water was concerned was n't that simple .
pcc_eng_11_066.0641_x1053058_28:3-5-6,that_simple,that,simple,n't_that_simple,it is n't always that simple in super paper mario .,It is n't always that simple in Super Paper Mario .
pcc_eng_09_033.9045_x0532728_03:17-18-19,that_simple,that,simple,n't_that_simple,"who are licensed and qualification is n't that simple , plus finding someone who can","Finding plumbers in Westminster might seems simple but finding plumbers who are licensed and qualification is n't that simple , plus finding someone who can guarantee the job , that 's even harder , but we do n't have problems to offer the previous mention ."
pcc_eng_02_043.0720_x0680680_05:13-15-16,that_simple,that,simple,n't_that_simple,", but that it was n't always that simple .","I agreed that sometimes it was true , but that it was n't always that simple ."
pcc_eng_08_040.6411_x0641604_050:09-11-12,that_simple,that,simple,n't_that_simple,"turned out , things were n't quite that simple .","But as it turned out , things were n't quite that simple ."
pcc_eng_09_007.2965_x0101997_23:26-27-28,that_simple,that,simple,n't_that_simple,"work , in practice it was n't that simple .","Stelle explained that although with hindsight it may appear that those models lead directly to Professor Peter Higgs 's work , in practice it was n't that simple ."
pcc_eng_14_003.4851_x0040205_075:4-6-7,that_simple,that,simple,n't_that_simple,But it wo n't be that simple .,But it wo n't be that simple .
pcc_eng_26_031.6317_x0494939_36:23-24-25,that_simple,that,simple,n't_that_simple,"are a property owner it is n't that simple . ""","It seems to us like a very simple matter , but I understand that if you are a property owner it is n't that simple . """
