hit_id,category,colloc,adv,adj,sent_text,sent_id,adv_index,json_source,prev_sent,next_sent
nyt_eng_20021023_0057_3:8,neg-ext-subj,as_bad,as,bad,"Then again , neither of us are as bad off as the Giants , who celebrated the return of the World Series to the Bay by playing as if they were on the bottom of it .",nyt_eng_20021023_0057_3,8,nyt_eng_200210,"I left my parka in Seattle , and I know which of us is worse off .","The franchise dragged out many of the of the ghosts of its storied baseball history for Game 3 , but the one nobody wanted to see was Candlestick Park , the concrete blister that was the visitor center for most of the summer rain and wind of the mid-Pacific Ocean ."
nyt_eng_20021009_0082_8:3,neg-ext-subj,particularly_successful,particularly,successful,Neither was particularly successful .,nyt_eng_20021009_0082_8,3,nyt_eng_200210,"I was wise that first year , and kept the cake very simple  -COL-  Basic chocolate cupcakes with a quick , butter-cream frosting .","Lucky for me , Sara and her 1-year-old friends knew nothing of kiddie cake decorating ."
nyt_eng_20021004_0338_2:13,neg-ext-subj,so_scary,so,scary,"Each is fearsome at what he does , but neither has been so scary in the postseason .",nyt_eng_20021004_0338_2,13,nyt_eng_200210,"If there 's anyone who could empathize with Giants hitter Barry Bonds , it would be Braves pitcher Greg Maddux .","During the regular season , Bonds is a fearsome career .303 hitter with record-breaking home run power ."
nyt_eng_20010125_0155_34:20,neg-ext-subj,very_flavorful,very,flavorful,"Mostly , Robert Zemeckis ' film  -LBQ-  glazes over faster than a Krispy Kreme doughnut , and neither is very flavorful after sitting around for a while ,  -RDQ-  Elvis Mitchell wrote in The New York Times .",nyt_eng_20010125_0155_34,20,nyt_eng_200101,"But Norman has his own ghost rattling around in the now-missing person of Maddie Frank -LRB- Amber Valletta -RRB- , with whom he had an affair before she vanished .",_ 2000 .
nyt_eng_20010112_0091_27:3,neg-ext-subj,quite_sure,quite,sure,Neither is quite sure what happened .,nyt_eng_20010112_0091_27,3,nyt_eng_200101,The men finally spoke in the spring .,"-LBQ-  It was he-said , she-said stuff ,  -RDQ-  Armstead said ."
nyt_eng_20010111_0340_2:4,neg-ext-subj,geographically_correct,geographically,correct,And neither is geographically correct for the era .,nyt_eng_20010111_0340_2,4,nyt_eng_200101,Map fans might notice that the huge world map in the background of Gene Hackman 's 1995 movie  -LBQ-  Crimson Tide  -RDQ-  is the same one used in the war room in the new Kevin Costner film  -LBQ-  Thirteen Days .  -RDQ-,"According to Todd Imholte , vice president of Environmental Graphics in Minnesota ,  -LBQ-  Thirteen Days  -RDQ-  art director Tom Taylor picked it for  -LBQ-  Thirteen Days  -RDQ-  because it was the largest map available -LRB- 8 feet by 13 feet -RRB- , and the camera never lingered long enough for most folks to notice that the map is circa 2000 and countries in Russia and Africa are not the same as they were in the 1960s ."
nyt_eng_20020225_0120_27:22,neg-ext-subj,as_good,as,good,"Even though it 's confusing that U2 is up for a different song from its record-of-the-year nomination -LRB- and neither is as good as last year 's award-winning  -LBQ-  Beautiful Day  -RDQ-  -RRB- , voters will still be swayed by this enduring band .",nyt_eng_20020225_0120_27,22,nyt_eng_200202,Who will win  -COL-  U2 .,Glaring omission  -COL-  David Gray -LRB-  -LBQ-  Babylon  -RDQ-  -RRB- .
nyt_eng_20020213_0240_3:19,neg-ext-subj,absolutely_level,absolutely,level,Measuring up from the floor or down from the ceiling does n't work because it seems neither is absolutely level .,nyt_eng_20020213_0240_3,19,nyt_eng_200202,But I am having difficulty aligning these standards at the same height .,What do you suggest for this problem ?
nyt_eng_20050131_0338_32:3,neg-ext-subj,as_fast,as,fast,"Neither is as fast as Ethernet and , in some cases , wireless networking .",nyt_eng_20050131_0338_32,3,nyt_eng_200501,"But there are drawbacks to HomePNA , the phone line variety , and HomePlug , the electrical type .","Ethernet typically runs at 100 megabits a second , although new Gigabit Ethernet hits speeds of 1,000 mbps ."
nyt_eng_20050114_0327_38:9,neg-ext-subj,very_appealing,very,appealing,"In truth , neither of those pictures is very appealing .  -RDQ-",nyt_eng_20050114_0327_38,9,nyt_eng_200501,"If you do n't promote them , they 're more likely to give up and drop out eventually .","With the television on in the living room one recent afternoon , Paige pulled out her math homework ."
nyt_eng_20001224_0089_37:6,neg-ext-subj,particularly_subtle,particularly,subtle,Neither of these conceptions are particularly subtle  -COL-  the Kennedys as American Landmark flashcards .,nyt_eng_20001224_0089_37,6,nyt_eng_200012,They complete each other .,"Both actors still score decisively , though ."
nyt_eng_20001209_0180_23:4,neg-ext-subj,especially_successful,especially,successful,"Neither has been especially successful or artful , and the public is growing weary of the contest and , according to some polls , the candidates as well .",nyt_eng_20001209_0180_23,4,nyt_eng_200012,The two candidates finished the campaign in a statistical tie only to spend the next 32 days exploring the unexplored reaches of election law and public relations tactics .,"The high court could always reverse itself _ or , in a ruling Monday evening or Tuesday morning , indicate that it had merely been offering a feint Saturday ."
nyt_eng_20001204_0218_14:3,neg-ext-subj,as_grumpy,as,grumpy,Neither is as grumpy as Kansas State was two years ago -LRB- nobody is as grumpy as even a happy Bill Snyder -RRB- .,nyt_eng_20001204_0218_14,3,nyt_eng_200012,Anything else would have been disappointing .,"But Northwestern comes closest now , which is a switch ."
nyt_eng_20080427_0056_9:40,neg-ext-subj,particularly_effective,particularly,effective,"Jackson and Hammel likely are n't going anywhere , since both are out of options , which means they ca n't be sent down without being put on waivers -LRB- and surely claimed -RRB- , and neither would be particularly effective in the bullpen .",nyt_eng_20080427_0056_9,40,nyt_eng_200804,"Barring an overly tempting trade offer , that means sending one and obviously it wo n't be Shields or Kazmir to the minors or the bullpen -LRB- which has done pretty well as it is -RRB- .",That leaves Sonnanstine and Garza .
nyt_eng_20050508_0194_27:4,neg-ext-subj,so_fast,so,fast,"Neither was quite so fast at the end , but , Coria said ,  -LBQ-  Every game that passed I was more surprised at his running and shots .",nyt_eng_20050508_0194_27,4,nyt_eng_200505,But he charged back to break Nadal twice to advance to the fifth .,I just kept thinking to endure physically and mentally .
nyt_eng_20050506_0289_36:24,neg-ext-subj,particularly_interested,particularly,interested,"Neither woman had been in a serious relationship before they came together three and a half years ago , and neither had been particularly interested in a commitment ceremony or civil union , arrangements they say lack marriage 's emotional core .",nyt_eng_20050506_0289_36,24,nyt_eng_200505,"Donner , a Wellesley graduate , read Martha Stewart Weddings in college .","-LBQ-  Abby was definitely ready to get married before I was ,  -RDQ-  Donner said after a visit to the seamstress for joint bridal gown alterations ."
nyt_eng_20050503_0129_36:11,neg-ext-subj,as_expensive,as,expensive,"Neither of these bottles , relatively speaking , were nearly as expensive as Nos. 5 and 6 on our list , the 2000 Franz Hirtzberger Singerriedel -LRB- $ 75 -RRB- and the 2002 Knoll Durnsteiner Ried Schutt -LRB- $ 80 -RRB- .",nyt_eng_20050503_0129_36,11,nyt_eng_200505,"We tasted a couple of their bottles , though we had to settle for a magnum of the 2001 Privat , which was nosed out as our favorite by the cheaper 2002 Hirsch -LRB- pronounced heersh -RRB- Zobinger Heiligenstein -LRB- high-LIG-en-shtine -RRB- .","Most likely it 's because these two wines come from the Wachau , the most famous area of the region called lower Austria , which , paradoxically , occupies the upper northeast corner of the country ."
nyt_eng_20060108_0142_316:3,neg-ext-subj,truly_curable,truly,curable,Neither is truly curable .,nyt_eng_20060108_0142_316,3,nyt_eng_200601,Type 1 and Type 2 diabetes are diseases in which the amount of sugar in the blood rises to dangerous levels .,"Type 2 is more prevalent , representing more than 90 percent of all cases ."
nyt_eng_20060405_0048_29:3,neg-ext-subj,as_athletic,as,athletic,"Neither is as athletic as Hollins , but should be stronger .",nyt_eng_20060405_0048_29,3,nyt_eng_200604,Mata and Alfred Aboya will get the first cracks .,"-LBQ-  We had a great year ,  -RDQ-  Howland said ."
nyt_eng_20060401_0027_24:13,neg-ext-subj,especially_enjoyable,especially,enjoyable,"Both pieces were ambitious , intricate and experimental , and neither was especially enjoyable .",nyt_eng_20060401_0027_24,13,nyt_eng_200604,"More tedious things were suggested by  -LBQ-  Parallelogram ,  -RDQ-  by Redman , and  -LBQ-  Sudoku ,  -RDQ-  by Payton .","In their shortcomings , they underscored one quality that ultimately sets Hancock apart as a composer  -COL-  the gift of communication ."
nyt_eng_20070722_0014_17:3,neg-ext-subj,especially_easy,especially,easy,Neither is especially easy on the wallet .,nyt_eng_20070722_0014_17,3,nyt_eng_200707,Both are stunning .,"And because of their seclusion and privacy , the two of them have become something of a hide-out for folks like Prince William and Mick Jagger ."
nyt_eng_20070721_0144_16:4,neg-ext-subj,as_disfigured,as,disfigured,But neither was as disfigured as the NBA will be if it 's proved that a 13-year veteran referee bet on games he officiated .,nyt_eng_20070721_0144_16,4,nyt_eng_200707,The NFL overcame the scar left after two prominent players -LRB- Paul Hornung and Alex Karras -RRB- bet on games in which they participated and MLB overcame the wound that its all-time hits leader -LRB- Pete Rose -RRB- bet on games he managed .,Referees and umpires were supposed to be the last bastions of integrity in games gone wild .
nyt_eng_20070719_0225_55:3,neg-ext-subj,bjorn_worried,bjorn,worried,"Neither is Bjorn worried - not about the course , which is at its best ; and not about the weather , which is not .",nyt_eng_20070719_0225_55,3,nyt_eng_200707,"-LBQ-  I guess it should cross my mind , but I 'm not worried about that just yet .  -RDQ-","Said Bjorn , who shot 70  -COL-   -LBQ-  You just have to pull your rain hat deep down over the ears .  -RDQ-"
nyt_eng_20031125_0026_12:26,neg-ext-subj,much_inclined,much,inclined,"It helps that Paddy Considine and Samantha Morton , who play Johnny and Sarah , are not well-known movie stars , and that neither is much inclined toward ostentation .",nyt_eng_20031125_0026_12,26,nyt_eng_200311,"But Sheridan is more interested in particular people than in general plights , and what lingers in the mind after you have seen his movies is the rough , radiant individuality of his characters .","Morton , her hair cropped short and her enormous eyes stung with grief , seems to haunt the edges of the frame until you realize that the blunt , inarticulate force of her feeling is at the center of the drama ."
nyt_eng_20011119_0297_8:3,neg-ext-subj,particularly_remarkable,particularly,remarkable,Neither is particularly remarkable .,nyt_eng_20011119_0297_8,3,nyt_eng_200111,Both are written by academics .,"-LBQ-  In the Country of the Young  -RDQ-  is the fourth collection of short stories by Daniel Stern , a professor of creative writing at the University of Houston ."
nyt_eng_20000818_0190_45:15,neg-ext-subj,particularly_harsh,particularly,harsh,Both Bush and Gore are calling for a clean campaign and neither has been particularly harsh in attacking the other so far .,nyt_eng_20000818_0190_45,15,nyt_eng_200008,"-LBQ-  The interest group does the dirty work , while the candidate can continue to be the good guy .  -RDQ-","Still , they are no doubt mindful that the attack money is out there ."
nyt_eng_20010825_0050_10:10,neg-ext-subj,very_good,very,good,"Then Zoumboukos admitted ,  -LBQ-  Neither of us were very good .  -RDQ-",nyt_eng_20010825_0050_10,10,nyt_eng_200108,-LBQ-  It does n't snow here very often .  -RDQ-,They are now .
nyt_eng_20010817_0253_56:18,neg-ext-subj,obviously_identifiable,obviously,identifiable,"A visitor approaches a crossroads where one member of each tribe is standing , though neither is obviously identifiable .",nyt_eng_20010817_0253_56,18,nyt_eng_200108,One always lies ; the other always tells the truth .,"By asking a single yes or no question to one of these two men , the visitor must discover the road to town ."
nyt_eng_20010813_0251_5:8,neg-ext-subj,powerfully_original,powerfully,original,"If neither of these stories is as powerfully original as  -LBQ-  The Last Life ,  -RDQ-  they nonetheless attest to Messud 's growing range as a writer , and they ratify her authority and poise as a storyteller .",nyt_eng_20010813_0251_5,8,nyt_eng_200108,"The first , which recalls Cynthia Ozick 's story  -LBQ-  Rosa ,  -RDQ-  is a limpid , deeply felt account of a former war refugee 's life in Toronto ; the second , which recalls one of Muriel Spark 's acerbic fictions , is a coy , carefully crafted tale of obsession , set in London and told by an American academic .","The first entry in this volume ,  -LBQ-  A Simple Tale  -RDQ-  -LRB- whose title , perhaps , is meant to recall  -LBQ-  A Simple Heart  -RDQ-  by Flaubert -RRB- , recounts in luminous , clear-eyed prose the story of a cleaning woman named Maria Poniatowski ."
nyt_eng_20010802_0117_18:5,neg-ext-subj,very_sure,very,sure,"Neither of us was very sure of our lines in the morning , but we 'd have them down by noon .",nyt_eng_20010802_0117_18,5,nyt_eng_200108,Vincent was darling .,"-LBQ-  They did n't make me disappear or anything like that , though ,  -RDQ-  she adds ."
nyt_eng_20061109_0363_20:6,neg-ext-subj,entirely_likable,entirely,likable,Neither of these characters are entirely likable .,nyt_eng_20061109_0363_20,6,nyt_eng_200611,"-LBQ-  Sometimes it 's boring , and sometimes it 's really interesting .","They 're both flawed people , and that 's what I love about them ."
nyt_eng_20061109_0114_11:3,neg-ext-subj,particularly_jockish,particularly,jockish,Neither is particularly jockish .,nyt_eng_20061109_0114_11,3,nyt_eng_200611,"But if I had to put my money on a winner in a Patrick -LRB- Thorny -RRB- Rose-Rick -LRB- Gang -RRB- Green cage match , I 'd have a hard time picking .","Rose played golf at Princeton , and Green used to push an ephedrine diet pill ."
nyt_eng_20061109_0077_21:5,neg-ext-subj,totally_convincing,totally,convincing,"And though neither is totally convincing , it 's hard to tell where the Game 's bad faith stops .",nyt_eng_20061109_0077_21,5,nyt_eng_200611,Those extremes -- the plaintive  -LBQ-  Remember ?  -RDQ-  ; the defiant  -LBQ-  I 'm a man  -RDQ-  -- echo through the verses .,"Is he merely pretending to be contrite ? Or is he merely pretending to be defiant ? Or , somehow , both ? The skits that frame the song make it even harder to unravel ."
nyt_eng_20100628_0052_20:6,neg-ext-subj,terribly_romantic,terribly,romantic,"Neither of these gifts is terribly romantic or meaningful , but they 're basically the only things I need -LRB- and I thought about it -- for days -RRB- .",nyt_eng_20100628_0052_20,6,nyt_eng_201006,"After some brainstorming , I came up with two items  -COL-  an electric toothbrush and a cooling rack for baking .","Since I 'm all about the tangible items , I figured both of these are applicable ."
nyt_eng_20100620_0065_12:10,neg-ext-subj,immediately_compelling,immediately,compelling,"Both initiatives seemed solid , but neither was as immediately compelling as the 3DS or Kinect .",nyt_eng_20100620_0065_12,10,nyt_eng_201006,"Meanwhile , Sony , the last of the big three when it comes to video game consoles , introduced a Wii-like controller for the PlayStation 3 called Move and also announced significant support for 3-D gaming on the PS3 .","It seems clear that the PS3 is far more capable of delivering a home 3-D experience than the Wii or the Xbox 360 , but the problem is that actually watching 3-D movies or playing 3-D games in your living room or den can be very expensive ."
nyt_eng_20080615_0057_24:10,neg-ext-subj,just_different,just,different,"Hands-on or hands-off ? Neither is necessarily better , just different .",nyt_eng_20080615_0057_24,10,nyt_eng_200806,"Al Davis ' front-office handiwork , which built the Raiders dynasty in the 1970s , has led to decay .","Since 1999 , the Lightning has been owned much like a Florida time-share by the Bill Davidson-run Palace Sports & amp ; Entertainment empire composed mostly of Detroit-area properties  -COL-  the NBA 's Pistons , the WBNA 's Shock , the Palace of Auburn Hills and a concert venue ."
nyt_eng_20080813_0061_6:4,neg-ext-subj,so_hell-for-leather,so,hell-for-leather,Neither is quite so hell-for-leather as in the past .,nyt_eng_20080813_0061_6,4,nyt_eng_200808,Among the strays  -COL-  Iraqi Prime Minister Nouri al-Maliki and President George Bush .,McCain continues to flinch at any mention of a deadline for the withdrawal of U.S. troops from Iraq or of anything even approximating a deadline .
nyt_eng_20090115_0174_31:4,neg-ext-subj,particularly_helpful,particularly,helpful,-LBQ-  Neither are particularly helpful .  -RDQ-,nyt_eng_20090115_0174_31,4,nyt_eng_200901,"-LBQ-  Taking economic advice from Dick Armey is akin to taking shooting lessons from Dick Cheney ,  -RDQ-  Manley said .",
nyt_eng_20081214_0040_6:17,neg-ext-subj,entirely_likable,entirely,likable,"It ends unhappily , with a gruesome death , and neither of the main characters is entirely likable to begin with .",nyt_eng_20081214_0040_6,17,nyt_eng_200812,Nor does it help that  -LBQ-  Revolutionary Road  -RDQ-  is among the bleakest books ever written .,"Partly autobiographical , the novel tells the story of Frank and April Wheeler , who in the mid-1950s move with their two children to the ` burbs -LRB- the movie was shot on location in Darien , Conn. , a good deal more upscale than the Wheelers ' town -RRB- and from the minute they get there hold themselves apart ."
nyt_eng_20091218_0044_18:15,neg-ext-subj,very_good,very,good,Of course that is before you discover that neither of the two campaigns is very good on its own anyway .,nyt_eng_20091218_0044_18,15,nyt_eng_200912,"But the game completely botches the execution of that idea by forcing the player to choose a side very early in the game before any of the stakes , in terms of either story or the game , have been established .","To begin , the voice acting is some of the worst I 've heard in a game this year -- stilted , mechanical and straight from cliche central ."
nyt_eng_20091206_0007_7:6,neg-ext-subj,even_close,even,close,"Neither of these species is even close in size to the great black-back , however .",nyt_eng_20091206_0007_7,6,nyt_eng_200912,"Normally thought of as very large birds , red-tailed hawks have a body length of 18 inches and a wingspan of 48 inches .",With a body length of 24 inches and a wingspan of 65 inches -LRB- that 's basically 5 1\/2 feet ! -RRB- the great black-backed gull is massive .
nyt_eng_20091205_0026_4:23,neg-ext-subj,near_ready,near,ready,"After eight years and more than $ 15 billion spent to train the Afghan National Army and police , neither is anywhere near ready .",nyt_eng_20091205_0026_4,23,nyt_eng_200912,"For that to happen , the Pentagon will have to do a much better job of recruiting , training and retaining effective Afghan security forces .","The top American commander in Afghanistan , Gen. Stanley McChrystal , recognizes that there is no hope of defeating the Taliban without significantly improved security and governance ."
nyt_eng_20091202_0124_29:3,neg-ext-subj,fully_prepared,fully,prepared,Neither were fully prepared to help me plan my trip to Panama .,nyt_eng_20091202_0124_29,3,nyt_eng_200912,"Because the sites are young and still building their content , they work best for people planning trips to well-worn destinations .","TravelMuse provided more overall flexibility because , in addition to having its own content , it lets you search the Web ."
nyt_eng_20060205_0040_30:4,neg-ext-subj,easily_replaceable,easily,replaceable,Neither will be easily replaceable if they bolt via free agency after the 2006 season .,nyt_eng_20060205_0040_30,4,nyt_eng_200602,Both are athletic players who do a good job in pass protection and run blocking .,"-- Obtaining a massive defensive tackle is needed to keep blockers off middle linebacker Odell Thurman , giving him more freedom to make plays ."
nyt_eng_20030926_0058_7:8,neg-ext-subj,particularly_arresting,particularly,arresting,"Neither of the new cop shows is particularly arresting , at least based on their premieres .",nyt_eng_20030926_0058_7,8,nyt_eng_200309,"And the winner in the Spelling-Bruckheimer old-school-new-school bout is  -COL-   -LBQ-  The Simpsons ,  -RDQ-  at 8 on WFXT -LRB- Channel 25 -RRB- .","-LBQ-  Cold Case ,  -RDQ-  on WBZ -LRB- Channel 4 -RRB- , starts off on the wrong foot by re-creating the Skakel-Moxley murder case ."
nyt_eng_20080707_0047_26:15,neg-ext-subj,off-road_capable,off-road,capable,"While all-wheel drive is offered on the Caliber and Compass , neither is truly off-road capable .",nyt_eng_20080707_0047_26,15,nyt_eng_200807,"A Jeep version of this vehicle , the Compass , also is offered , but it comes only with the 172-horsepower engine and begins at $ 16,795 -LRB- plus freight -RRB- .","While a five-speed manual gearbox is standard on the Caliber , ours came with the optional continuously variable automatic -LRB- $ 1,075 -RRB- ."
nyt_eng_20050916_0035_2:29,neg-ext-subj,very_good,very,good,"But weeks before the early-autumn chill had settled over the Bay Area , those implications had given way to the harsh reality that neither of these teams is very good , and the National League 's oldest , most bitter rivalry had dissolved into temporary irrelevance .",nyt_eng_20050916_0035_2,29,nyt_eng_200509,"For months , the dates had been circled in red on calendars in both halves of California , what were supposed to be four thrilling days of late-season Dodgers-Giants madness that surely would have major postseason implications .","If there was any hatred of the Dodgers left at SBC Park on Thursday night , it went into hiding after about four innings ."
