hit_id,bigram_lower,adj_form_lower,all_forms_lower,adv_form_lower,text_window,token_str
pcc_eng_23_069.5000_x1106666_014:19-20,immediately_possible,possible,(+)_immediately_possible,immediately,freeze federal cooperation -- both legal and immediately possible .,Obama simply has to remove federal authorization of Arizona forces and freeze federal cooperation -- both legal and immediately possible .
pcc_eng_00_089.7130_x1434385_10:21-22,immediately_possible,possible,(+)_immediately_possible,immediately,"by those whose training made such changes immediately possible , that would be much more","But if the viewer was aware that that transformation could be effected immediately by those whose training made such changes immediately possible , that would be much more impressive than that it came about as a product of a substantial period of time ."
pcc_eng_05_052.5288_x0833980_20:48-49,immediately_possible,possible,(+)_immediately_possible,immediately,know that this was unlikely to be immediately possible .,"Ideally he would have liked the hospital to be staffed by whole - time salaried clinicians dividing their time between patient care , teaching and research , instead of engaging in private practice , but he was realistic enough to know that this was unlikely to be immediately possible ."
pcc_eng_27_104.0038_x1666431_3:7-8,immediately_possible,possible,(+)_immediately_possible,immediately,how things can seem both so immediately possible & yet forever impossible in our,How things can seem both so immediately possible & yet forever impossible in our minds ....
pcc_eng_02_064.8293_x1032410_18:12-13,immediately_possible,possible,(+)_immediately_possible,immediately,what is outside the realm of the immediately possible .,because wishes are about what is outside the realm of the immediately possible .
pcc_eng_00_064.0190_x1018861_12:12-13,immediately_possible,possible,(+)_immediately_possible,immediately,"up , new ways of responding are immediately possible .","Once this awareness opens up , new ways of responding are immediately possible ."
pcc_eng_10_068.0324_x1083778_18:5-6,immediately_possible,possible,(+)_immediately_possible,immediately,pre-staged mounting makes hanging immediately possible and simple,pre-staged mounting makes hanging immediately possible and simple
pcc_eng_26_073.2749_x1168174_08:46-47,immediately_possible,possible,(+)_immediately_possible,immediately,our phone and all of it is immediately possible .,"Whether we want to catch up on our favourite series on Netflix , listen to our most recently created playlist on Spotify , or play online games against our gaming friends , we simply need to turn on our phone and all of it is immediately possible ."
pcc_eng_24_057.4428_x0912923_76:15-16,immediately_possible,possible,(+)_immediately_possible,immediately,"take up less space , it becomes immediately possible to move an hplc system from","The moment HPLC instruments weigh less and take up less space , it becomes immediately possible to move an HPLC system from one location within a laboratory to another , without a forklift , and fairly easily and safely as well ."
pcc_eng_28_082.0728_x1311353_02:50-51,immediately_possible,possible,(+)_immediately_possible,immediately,cause amphibian decline and extinction is now immediately possible ( bletz et al. 2015 ),"Amphibians of Madagascar have long been threatened by habitat destruction and overexploitation for the pet trade , but a recent report of widespread amphibian chytrid fungus ( Batrachochytrium dendrobatidis , hereafter "" Bd "" ) suggests a catastrophic disease event that may cause amphibian decline and extinction is now immediately possible ( Bletz et al. 2015 ) ."
pcc_eng_12_101.1016_x1617670_59:19-20,immediately_possible,possible,(+)_immediately_possible,immediately,alta and they were found to be immediately possible .,They were already studied in the beginning of this process by Alta and they were found to be immediately possible .
pcc_eng_01_100.0771_x1601540_25:16-17,immediately_possible,possible,(+)_immediately_possible,immediately,"idea is sparked and it 's almost immediately possible to define the budget , the","Maybe every once in a while , an idea is sparked and it 's almost immediately possible to define the budget , the timeline , the collaborators , the end goal ."
