hit_id,adv_form_lower,adj_form_lower,bigram_lower,neg_form_lower,all_forms_lower,text_window,token_str
pcc_eng_26_006.1675_x0083272_15:12-13-14,terribly,clear,terribly_clear,n't,n't_terribly_clear,vote we have -- which was n't terribly clear -- suggested voters were skeptical of,"In fact , the clearest vote we have -- which was n't terribly clear -- suggested voters were skeptical of a tunnel ."
pcc_eng_11_007.7543_x0109338_382:17-18-19,terribly,clear,terribly_clear,n't,n't_terribly_clear,"mother 's , the film is n't terribly clear about it ) footsteps has brought","After all , following in her ancestor 's ( or mother 's , the film is n't terribly clear about it ) footsteps has brought her considerable power and agelessness already ; she expects nothing less than "" omnipotence "" once La Llorona lives again ."
pcc_eng_04_107.10227_x1729058_208:15-16-17,terribly,clear,terribly_clear,n't,n't_terribly_clear,"auckland university of technology , was n't terribly clear about what she did n't like","Waring , who teaches social policy at the Auckland University of Technology , was n't terribly clear about what she did n't like about the Social Progress Index ."
pcc_eng_19_046.6337_x0736525_17:54-55-56,terribly,clear,terribly_clear,n't,n't_terribly_clear,( the rules of which are n't terribly clear ) that looks like the next,"It 's nothing so powerful as the Force , or Neo's Matrix - bending abilities , though "" Ender 's Game "" dedicates nearly its entire run time to Battle School , where our hero and his fellow recruits practice various drills , including an anti-gravity game ( the rules of which are n't terribly clear ) that looks like the next best thing to Quidditch ."
pcc_eng_13_039.2148_x0617885_09:3-4-5,terribly,clear,terribly_clear,n't,n't_terribly_clear,microsoft was n't terribly clear on certain aspects of the xbox,Microsoft was n't terribly clear on certain aspects of the Xbox
pcc_eng_12_033.6165_x0527842_09:13-15-16,terribly,clear,terribly_clear,n't,n't_terribly_clear,all - time high has n't been terribly clear .,"In conclusion , the decline since the all - time high has n't been terribly clear ."
pcc_eng_12_019.7715_x0303738_22:4-5-6,terribly,clear,terribly_clear,n't,n't_terribly_clear,The game is n't terribly clear though .,The game is n't terribly clear though .
pcc_eng_25_033.8073_x0531105_110:14-16-17,terribly,clear,terribly_clear,n't,n't_terribly_clear,from emailed statements that are n't always terribly clear or helpful .,The information we do get from IDOC comes from emailed statements that are n't always terribly clear or helpful .
pcc_eng_13_094.9630_x1518586_088:6-7-8,terribly,clear,terribly_clear,n't,n't_terribly_clear,"( er , that was n't terribly clear .","( Er , that was n't terribly clear ."
pcc_eng_23_009.9314_x0144145_12:23-24-25,terribly,clear,terribly_clear,n't,n't_terribly_clear,( pardon the pun ) is n't terribly clear .,But quite why the locals wish them gone and Adam 's forestry job to be axed ( pardon the pun ) is n't terribly clear .
pcc_eng_11_007.4004_x0103608_029:4-5-6,terribly,clear,terribly_clear,n't,n't_terribly_clear,"this picture is n't terribly clear , but this is a rat","This picture is n't terribly clear , but this is a rat hole at the perimeter fence of my chicken run ."
pcc_eng_28_012.0544_x0179007_32:31-32-33,terribly,clear,terribly_clear,n't,n't_terribly_clear,ubuntu 's own web pages are n't terribly clear as to how it works .,"The biggest source of confusion I 've experienced with Ubuntu personally is that Ubuntu uses a different package repository schema than Debian , and Ubuntu 's own Web pages are n't terribly clear as to how it works ."
pcc_eng_19_074.6520_x1189803_12:18-19-20,terribly,clear,terribly_clear,n't,n't_terribly_clear,particular had on the results is n't terribly clear .,But co-author Professor Paul Roderick says that the role coffee in particular had on the results is n't terribly clear .
nyt_eng_20000811_0037_50:3-5-6,terribly,clear,terribly_clear,never,never_terribly_clear,it 's never been terribly clear why faith in god means you,"it 's never been terribly clear why faith in God means you need to have a big tax cut , or a missile defense system for that matter . ''"
pcc_eng_25_038.9076_x0613514_044:2-6-7,terribly,clear,terribly_clear,none,none_terribly_clear,"but none of this is terribly clear , not even to judges weighing","But none of this is terribly clear , not even to judges weighing in on the matter ."
pcc_eng_17_072.4313_x1154287_17:3-4-5,terribly,clear,terribly_clear,not,not_terribly_clear,it 's not terribly clear how much of a boost most,"It 's not terribly clear how much of a boost most of the ensemble cast of "" The Avengers "" got from the film 's giant success ."
nyt_eng_20000111_0220_18:17-18-19,terribly,clear,terribly_clear,not,not_terribly_clear,"threatens , for reasons that are not terribly clear or convincing , to send the","when Willie receives Skip as a birthday present , Jack threatens , for reasons that are not terribly clear or convincing , to send the poor pooch away ."
pcc_eng_24_025.9286_x0402990_022:26-27-28,terribly,clear,terribly_clear,not,not_terribly_clear,"stop ) , but it 's not terribly clear whether anyone uses the baltimore metro","The metro [ 49 ] has a convenient stop at State Center ( near the Cultural Centre light rail stop ) , but it 's not terribly clear whether anyone uses the Baltimore metro , nor whether you should either ."
pcc_eng_15_014.9744_x0225589_356:17-18-19,terribly,clear,terribly_clear,not,not_terribly_clear,"her forehead , though it 's not terribly clear given she 's wearing an elaborate","She also seems to have some kind of bandage across her forehead , though it 's not terribly clear given she 's wearing an elaborate hat ."
pcc_eng_26_001.9752_x0015725_083:6-7-8,terribly,clear,terribly_clear,not,not_terribly_clear,"that said , it 's not terribly clear that giving mathematics a special status","That said , it 's not terribly clear that giving mathematics a special status between language and reality yields any or all or Badiou 's conclusions , and his usage of mathematics has certainly been contested by experts ."
