hit_id,adv_form_lower,adj_form_lower,bigram_lower,neg_form_lower,all_forms_lower,text_window,token_str
pcc_eng_14_095.0942_x1521024_12:16-17-18,that,impressive,that_impressive,aint,aint_that_impressive,"the last seven years , it aint that impressive .","But , if one looks at the performance over the last seven years , it aint that impressive ."
pcc_eng_test_2.10089_x32426_20:26-28-29,that,impressive,that_impressive,n't,n't_that_impressive,"team whose offensive playmakers are n't all that impressive , while they 're offense only","Even against a team with no running game to speak of , Detroit 's pass defense was torched by a team whose offensive playmakers are n't all that impressive , while they 're offense only managed to score points in one quarter and were completely shut out in the second half ."
pcc_eng_06_071.6959_x1143801_664:12-13-14,that,impressive,that_impressive,n't,n't_that_impressive,"doing the "" vault "" were n't that impressive .","At that , the ladies doing the "" vault "" were n't that impressive ."
pcc_eng_21_027.9488_x0435629_14:4-5-6,that,impressive,that_impressive,n't,n't_that_impressive,The complexity is n't that impressive as well .,The complexity is n't that impressive as well .
pcc_eng_16_055.0793_x0875196_13:4-6-7,that,impressive,that_impressive,n't,n't_that_impressive,battery life is n't all that impressive -- satechi claims it 'll go,"Battery life is n't all that impressive -- Satechi claims it 'll go through 80 hours of active use and 100 of inactive before it needs to be charged through its USB - C port -- but after I left it in the office for almost two weeks over the holiday , I was pleased to find it greeted me with almost a full charge ."
pcc_eng_10_023.8475_x0369064_61:12-13-14,that,impressive,that_impressive,n't,n't_that_impressive,mono-black list pre-theros and it was n't that impressive to me .,I played it in a mono-black list pre-theros and it was n't that impressive to me .
pcc_eng_10_044.8540_x0709594_17:6-8-9,that,impressive,that_impressive,n't,n't_that_impressive,right tackle zach strief was n't all that impressive in 2012 and needs to improve,"Right tackle Zach Strief was n't all that impressive in 2012 and needs to improve while Jermon Bushrod left in free agency to Chicago , leaving left tackle to Charles Brown or perhaps talented but raw rookie Terron Armstead ."
pcc_eng_22_083.1052_x1327145_20:6-7-8,that,impressive,that_impressive,n't,n't_that_impressive,"individually , the group is n't that impressive .","Individually , the group is n't that impressive ."
pcc_eng_25_036.3960_x0572981_52:21-23-24,that,impressive,that_impressive,n't,n't_that_impressive,so no wonder they are n't all that impressive !,Your redwoods are little babies compared to their ancestors over here on the West Coast so no wonder they are n't all that impressive !
pcc_eng_04_075.9438_x1210305_008:34-35-36,that,impressive,that_impressive,n't,n't_that_impressive,even if the particular author was n't that impressive of a writer .,"I would n't say I personally love every one of these books , but I would regard them as classics , as great novels in themselves , even if the particular author was n't that impressive of a writer ."
pcc_eng_09_094.6395_x1515061_56:3-4-5,that,impressive,that_impressive,n't,n't_that_impressive,They were n't that impressive .,They were n't that impressive .
pcc_eng_29_032.6266_x0510449_20:13-14-15,that,impressive,that_impressive,n't,n't_that_impressive,", the riddler 's van is n't that impressive .","The second car in the set , the Riddler 's van is n't that impressive ."
pcc_eng_13_034.7803_x0546162_20:45-46-47,that,impressive,that_impressive,n't,n't_that_impressive,the temple and grounds themselves are n't that impressive .,"To be honest , I 'm not a big fan of Kiyomizu Dera , it has the beautiful view of Kyoto as well as the tree cover ( still green when we visited , again ... ) but the temple and grounds themselves are n't that impressive ."
pcc_eng_07_024.5002_x0380027_34:5-6-7,that,impressive,that_impressive,n't,n't_that_impressive,prayer of healing is n't that impressive if the da bubbles do n't,"Prayer of Healing is n't that impressive if the DA bubbles do n't get used , and the fact that it 's still limited by party can be frustrating ."
pcc_eng_23_089.4402_x1429297_26:12-14-15,that,impressive,that_impressive,n't,n't_that_impressive,how the iraqi government is n't all that impressive in terms of defending its people,"It 's certainly possible -- given how the Iraqi government is n't all that impressive in terms of defending its people ( to say the least ) , that the fields will get shut down ."
pcc_eng_16_088.6128_x1418246_46:4-5-6,that,impressive,that_impressive,n't,n't_that_impressive,the food was n't that impressive ....,the food was n't that impressive ....
pcc_eng_17_070.8036_x1127853_42:12-14-15,that,impressive,that_impressive,n't,n't_that_impressive,ship i 've felt has n't been that impressive .,It 's also the first Enterprise ship I 've felt has n't been that impressive .
pcc_eng_09_088.0552_x1408583_16:51-52-53,that,impressive,that_impressive,n't,n't_that_impressive,something it could already do is n't that impressive .,"I know someone out there might be reading this , who is familiar with the Disklavier system and tell me that system is all about playback and education , so the fact that a piece of Apple software can get the piano to do something it could already do is n't that impressive ."
pcc_eng_13_099.5565_x1592627_15:2-3-4,that,impressive,that_impressive,n't,n't_that_impressive,Was n't that impressive ?,Was n't that impressive ?
pcc_eng_05_086.3089_x1380431_37:6-8-9,that,impressive,that_impressive,n't,n't_that_impressive,"the "" tricks "" are n't really that impressive , and vaping will not turn","The "" tricks "" are n't really that impressive , and vaping will not turn you into a sex god ."
pcc_eng_14_080.1329_x1279612_10:14-15-16,that,impressive,that_impressive,n't,n't_that_impressive,touch screen on the storm was n't that impressive and the experience overall is maddening,"The gimmic behind the "" clickable "" touch screen on the Storm was n't that impressive and the experience overall is maddening for typing after a while ."
pcc_eng_22_066.3814_x1056717_19:7-8-9,that,impressive,that_impressive,n't,n't_that_impressive,his senior year stats certainly were n't that impressive .,His senior year stats certainly were n't that impressive .
pcc_eng_12_010.0325_x0146192_072:6-8-9,that,impressive,that_impressive,n't,n't_that_impressive,"but that predictable value is n't always that impressive , partly because of the ba","But that predictable value is n't always that impressive , partly because of the BA drag on your lineup ."
pcc_eng_22_009.1863_x0131996_045:09-11-12,that,impressive,that_impressive,n't,n't_that_impressive,"crowded , the lights were n't all that impressive and we could n't really see","The zoo was crowded , the lights were n't all that impressive and we could n't really see the animals but the kids really loved this outing because they got to run around like free range chickens on a farm :) ."
pcc_eng_12_069.7865_x1111305_16:22-23-24,that,impressive,that_impressive,n't,n't_that_impressive,for the sake of shock is n't that impressive after all .,"As a more seasoned performer , he can now look back and admit that shock for the sake of shock is n't that impressive after all ."
pcc_eng_07_004.4845_x0056225_10:08-09-10,that,impressive,that_impressive,n't,n't_that_impressive,"to these , that just is n't that impressive .","Compared to these , that just is n't that impressive ."
pcc_eng_21_094.4812_x1510432_094:08-10-11,that,impressive,that_impressive,n't,n't_that_impressive,"fundraising , however , has n't been that impressive .","Bryant 's fundraising , however , has n't been that impressive ."
pcc_eng_27_101.1949_x1620843_15:15-17-18,that,impressive,that_impressive,n't,n't_that_impressive,mean that an album was n't really that impressive to me the first couple times,"To me , when I say that , I mean that an album was n't really that impressive to me the first couple times through , but after some repeated listens , ..."
pcc_eng_25_034.8782_x0548456_189:16-18-19,that,impressive,that_impressive,n't,n't_that_impressive,the subsequent bear rally was n't all that impressive either .,"Probably because fear was n't too particularly extreme here , the subsequent bear rally was n't all that impressive either ."
pcc_eng_16_044.9348_x0711064_12:17-19-20,that,impressive,that_impressive,n't,n't_that_impressive,2d games in xna is n't really that impressive .,I 'm hoping it can do 3D well as making little 2D games in XNA is n't really that impressive .
nyt_eng_20051208_0037_18:6-8-9,that,impressive,that_impressive,n't,n't_that_impressive,`` the free-agent class is n't all that impressive and deals are not easy to,"`` The free-agent class is n't all that impressive and deals are not easy to make , although we 've talked about a lot of deals in the last 24 to 36 hours that could bear fruit , '' Purpura said ."
pcc_eng_16_021.0643_x0324965_5:12-13-14,that,impressive,that_impressive,n't,n't_that_impressive,"a testing , here maps are n't that impressive and do n't appear to be","Unfortunately , through a bit a testing , Here maps are n't that impressive and do n't appear to be much better than Apple Maps except for offering public transportation directions inside the app ."
pcc_eng_27_002.6165_x0025994_048:5-6-7,that,impressive,that_impressive,n't,n't_that_impressive,the country monster was n't that impressive to be honest and led to,The country monster was n't that impressive to be honest and led to some ' shit Mick Foley ' chants .
pcc_eng_27_053.0607_x0841433_59:29-30-31,that,impressive,that_impressive,n't,n't_that_impressive,"moment , valentina 's look was n't that impressive .","Valentina is praised again for being Valentina and looking like Linda Evangelista , but as Aja said in Untucked in a jealous moment , Valentina 's look was n't that impressive ."
