hit_id,bigram_lower,adj_form_lower,all_forms_lower,adv_form_lower,text_window,token_str
pcc_eng_28_039.4873_x0622464_12:14-15,any_more,more,(+)_any_more,any,left and really who needs to know any more than that .,That was the score when I left and really who needs to know any more than that .
pcc_eng_09_042.8296_x0676730_43:7-8,any_more,more,(+)_any_more,any,we cannot rewrite the bush years any more than we can persuade the chinese,We cannot rewrite the Bush years any more than we can persuade the Chinese of the merits of a binding treaty to control greenhouse gases .
pcc_eng_07_092.4389_x1477656_63:6-7,any_more,more,(+)_any_more,any,and why is thy servant any more for a burden unto my lord,and why is thy servant any more for a burden unto my lord the king ?
pcc_eng_05_019.7549_x0303725_22:20-21,any_more,more,(+)_any_more,any,"is unlikely to feel their body is any more than a body , much like","Anyone in a primitive society unable to think beyond what is there is unlikely to feel their body is any more than a body , much like an animal would ."
pcc_eng_07_076.8048_x1224907_37:1-2,any_more,more,(+)_any_more,any,"any more than that , and you 've","Any more than that , and you 've got an identity crisis on your hands ."
pcc_eng_15_105.7662_x1693582_42:8-9,any_more,more,(+)_any_more,any,it 's tough to upgrade one position any more than the bucs did at left,It 's tough to upgrade one position any more than the Bucs did at left tackle .
pcc_eng_03_023.9734_x0371771_09:40-41,any_more,more,(+)_any_more,any,law to provide a fair working environment any more than they can rely on their,""" Workers in Asos , Sports Direct , Amazon and the like in the warehouse sector that have become the economy 's new ' dark satanic mills ' cannot rely on the law to provide a fair working environment any more than they can rely on their employer to provide one ."
pcc_eng_14_003.3017_x0037236_28:1-2,any_more,more,(+)_any_more,any,any more than this and you will end,"Any more than this and you will end up damaging the potential yield of your pear crop , or even damage the tree itself ."
nyt_eng_19970707_0558_17:09-10,any_more,more,(+)_any_more,any,"added , `` are they helping us any more than financially ? no way .","he added , `` Are they helping us any more than financially ? No way . ''"
pcc_eng_24_103.7016_x1661676_062:2-3,any_more,more,(+)_any_more,any,god any more than every other aspect of reality,God any more than every other aspect of reality we have yet to fully explain .
pcc_eng_05_038.3977_x0605507_10:18-19,any_more,more,(+)_any_more,any,"him under surveillance in case he does any more than that , but that fact","You could always say that it is better to put him under surveillance in case he does any more than that , but that fact is that today he is in danger , and nothing can be done about it ."
pcc_eng_22_009.8251_x0142273_1:22-23,any_more,more,(+)_any_more,any,from identity confusion - was he really any more than a scot in a turban,"The son of Punjabi immigrants in working -class Glasgow , Hardeep Singh Kohli suffered from identity confusion - was he really any more than a Scot in a turban ?"
nyt_eng_20060415_0168_46:7-8,any_more,more,(+)_any_more,any,billy wondered whether there would be any more to learn from the man who,Billy wondered whether there would be any more to learn from the man who had taught him so much because he `` had been everywhere there was to go in his mind . ''
pcc_eng_08_032.3228_x0507242_19:11-12,any_more,more,(+)_any_more,any,blunt about his hesitance to pay athletes any more than the cost of attendance .,Bowlsby also was blunt about his hesitance to pay athletes any more than the cost of attendance .
pcc_eng_07_107.01986_x1716394_08:1-2,any_more,more,(+)_any_more,any,"any more than that , he said ,","Any more than that , he said , and some people increase their risk for irregular heartbeat and rapid heartbeat ."
pcc_eng_10_032.8699_x0515398_13:2-3,any_more,more,(+)_any_more,any,""" any more than that , i really could",""" Any more than that , I really could n't say . """
pcc_eng_27_080.0571_x1278460_160:1-2,any_more,more,(+)_any_more,any,any more than that and i 'd be,"Any more than that and I 'd be cheating . """
pcc_eng_11_037.8670_x0596759_01:14-15,any_more,more,(+)_any_more,any,"of conduct for land agents "" was any more than window dressing , landowner reports","If Clean Line 's "" Code of Conduct for Land Agents "" was any more than window dressing , landowner reports of harassment by Clean Line land agents would n't keep happening ."
pcc_eng_02_042.1073_x0665096_09:09-10,any_more,more,(+)_any_more,any,"why do we need to honor jordan any more than wilt , or kareem ,","But why do we need to honor Jordan any more than Wilt , or Kareem , or Magic , or Bird , or Mikan , or anybody else in the upper echelons of greatness ?"
pcc_eng_13_033.3581_x0523111_10:1-2,any_more,more,(+)_any_more,any,any more than this and they become too,Any more than this and they become too bitter -- and usually have an inferior texture as well .
pcc_eng_12_068.7781_x1095212_027:8-9,any_more,more,(+)_any_more,any,i cannot adequately explain this new perspective any more than i can explain the fragrance,I cannot adequately explain this new perspective any more than I can explain the fragrance of a rose .
pcc_eng_12_030.7358_x0481486_085:7-8,any_more,more,(+)_any_more,any,cgi cannot pull actual human emotion any more than a scratch - and -,CGI cannot pull actual human emotion any more than a scratch - and - sniff sticker can taste like a real strawberry .
pcc_eng_08_077.8676_x1244605_09:11-12,any_more,more,(+)_any_more,any,to a star while we are alive any more than we can take the train,We cannot get to a star while we are alive any more than we can take the train when we are dead .
pcc_eng_06_026.0410_x0405250_29:1-2,any_more,more,(+)_any_more,any,any more than this and you 'll find,"Any more than this and you 'll find that you 're covering the vast majority of your audience , but losing your defined voice ."
pcc_eng_11_045.8588_x0725899_21:6-7,any_more,more,(+)_any_more,any,we cannot negotiate with it any more than an iceburg or a great,"We cannot negotiate with it any more than an iceburg or a great white , "" Daniels said ."
pcc_eng_24_019.3817_x0296856_048:6-7,any_more,more,(+)_any_more,any,even if i could know any more than that -- like what ?,Even if I could know any more than that -- like what ?
pcc_eng_10_047.1049_x0745989_24:21-22,any_more,more,(+)_any_more,any,it was unfair to make people type any more than necessary .,This was a conservation decision made by the crack Opprobrious team who felt it was unfair to make people type any more than necessary .
pcc_eng_29_090.7140_x1449010_17:6-7,any_more,more,(+)_any_more,any,"and if that analogy were any more on -point , tommy chong would","And if that analogy were any more on -point , Tommy Chong would be Trump 's running mate ."
pcc_eng_21_053.1786_x0843490_50:1-2,any_more,more,(+)_any_more,any,"any more than that , i 'm too","Any more than that , I 'm too scared to talk about . """
pcc_eng_29_026.3442_x0409024_06:25-26,any_more,more,(+)_any_more,any,the liath generally leave before they see any more than a whirlwind of snow and,"A light grey , ape- like figure , or so they say - those who 've identified the Liath generally leave before they see any more than a whirlwind of snow and a dark shadow hurling towards them ."
pcc_eng_29_032.6339_x0510582_05:26-27,any_more,more,(+)_any_more,any,is having a hard time using 1998 any more ; he has to,"-- NASA Even S. Fred Singer , famous for his stretching of data to deny global warming , is having a hard time using 1998 any more ; he has to"
