hit_id,bigram_lower,adj_form_lower,all_forms_lower,adv_form_lower,text_window,token_str
pcc_eng_15_006.8355_x0094174_13:26-27,that_simple,simple,(+)_that_simple,that,the results ... if only it were that simple !,"Line up the eyepiece of your with your camera 's lens , take the shot , and enjoy the results ... if only it were that simple !"
pcc_eng_25_015.4370_x0233401_064:8-9,that_simple,simple,(+)_that_simple,that,"i mean , if it were really that simple , would n't this go away","I mean , if it were really that simple , would n't this go away ?"
pcc_eng_11_034.5350_x0542736_1:7-8,that_simple,simple,(+)_that_simple,that,"in a sense , things are that simple .","In a sense , things are that simple ."
pcc_eng_16_086.9085_x1390547_23:18-19,that_simple,simple,(+)_that_simple,that,"excellence in broadcasting network , it 's that simple and we 're not going to","We 're trying to make a difference here at the Excellence in Broadcasting Network , it 's that simple and we 're not going to sit here and stand idly by while teenagers starving simply because school is out ."
nyt_eng_19980114_0701_24:7-8,that_simple,simple,(+)_that_simple,that,"estersohn would like life to be that simple , but it 's not .","Estersohn would like life to be that simple , but it 's not ."
pcc_eng_29_053.8630_x0854052_06:5-6,that_simple,simple,(+)_that_simple,that,if only life were that simple .&nbsp,If only life were that simple .&nbsp
pcc_eng_02_092.7490_x1483312_028:3-4,that_simple,simple,(+)_that_simple,that,it is that simple on paper but i do n't,It is that simple on paper but I do n't mean to be insensitive .
nyt_eng_19980112_0019_33:09-10,that_simple,simple,(+)_that_simple,that,they got us today _ it 's that simple . '',`` They got us today _ it 's that simple . ''
nyt_eng_19961015_0231_43:11-12,that_simple,simple,(+)_that_simple,that,", in that place , it was that simple .","at that moment , in that place , it was that simple ."
pcc_eng_07_104.2470_x1668937_014:13-14,that_simple,simple,(+)_that_simple,that,"two new "" campaigns "" are really that simple .","All details aside , the two new "" campaigns "" are really that simple ."
pcc_eng_24_004.4616_x0055834_6:36-37,that_simple,simple,(+)_that_simple,that,"ereader thingmebob , but is it really that simple ?","The idea of borrowing a digital book from your local library sounds like a great way to get books for free for your new fangled digital reader ebook ereader thingmebob , but is it really that simple ?"
